invoice_no,stock_code,customer_id,invoice_date,quantity,unit_price,total_amount
536370,22492,12583,01-12-2010 08:45,36,0.65,23.4
536370,POST,12583,01-12-2010 08:45,3,18,54
536371,22086,13748,01-12-2010 09:00,80,2.55,204
536372,22632,17850,01-12-2010 09:01,6,1.85,11.1
536372,22633,17850,01-12-2010 09:01,6,1.85,11.1
536373,85123A,17850,01-12-2010 09:02,6,2.55,15.3
536373,71053,17850,01-12-2010 09:02,6,3.39,20.34
536373,84406B,17850,01-12-2010 09:02,8,2.75,22
536373,20679,17850,01-12-2010 09:02,6,4.95,29.7
536373,37370,17850,01-12-2010 09:02,6,1.06,6.36
536373,21871,17850,01-12-2010 09:02,6,1.06,6.36
536373,21071,17850,01-12-2010 09:02,6,1.06,6.36
536373,21068,17850,01-12-2010 09:02,6,1.06,6.36
536373,82483,17850,01-12-2010 09:02,2,4.95,9.9
536373,82486,17850,01-12-2010 09:02,4,6.95,27.8
536373,82482,17850,01-12-2010 09:02,6,2.1,12.6
536373,82494L,17850,01-12-2010 09:02,6,2.55,15.3
536373,84029G,17850,01-12-2010 09:02,6,3.39,20.34
536373,84029E,17850,01-12-2010 09:02,6,3.39,20.34
536373,22752,17850,01-12-2010 09:02,2,7.65,15.3
536373,21730,17850,01-12-2010 09:02,6,4.25,25.5
536374,21258,15100,01-12-2010 09:09,32,10.95,350.4
536375,85123A,17850,01-12-2010 09:32,6,2.55,15.3
536375,71053,17850,01-12-2010 09:32,6,3.39,20.34
536375,84406B,17850,01-12-2010 09:32,8,2.75,22
536375,20679,17850,01-12-2010 09:32,6,4.95,29.7
536375,37370,17850,01-12-2010 09:32,6,1.06,6.36
536375,21871,17850,01-12-2010 09:32,6,1.06,6.36
536375,21071,17850,01-12-2010 09:32,6,1.06,6.36
536375,21068,17850,01-12-2010 09:32,6,1.06,6.36
536375,82483,17850,01-12-2010 09:32,2,4.95,9.9
536375,82486,17850,01-12-2010 09:32,4,6.95,27.8
536375,82482,17850,01-12-2010 09:32,6,2.1,12.6
536375,82494L,17850,01-12-2010 09:32,6,2.55,15.3
536375,84029G,17850,01-12-2010 09:32,6,3.39,20.34
536375,84029E,17850,01-12-2010 09:32,6,3.39,20.34
536375,22752,17850,01-12-2010 09:32,2,7.65,15.3
536375,21730,17850,01-12-2010 09:32,6,4.25,25.5
536376,22114,15291,01-12-2010 09:32,48,3.45,165.6
536376,21733,15291,01-12-2010 09:32,64,2.55,163.2
536377,22632,17850,01-12-2010 09:34,6,1.85,11.1
536377,22633,17850,01-12-2010 09:34,6,1.85,11.1
536378,22386,14688,01-12-2010 09:37,10,1.95,19.5
536378,85099C,14688,01-12-2010 09:37,10,1.95,19.5
536378,21033,14688,01-12-2010 09:37,10,2.95,29.5
536378,20723,14688,01-12-2010 09:37,10,0.85,8.5
536378,84997B,14688,01-12-2010 09:37,12,3.75,45
536378,84997C,14688,01-12-2010 09:37,6,3.75,22.5
536378,21094,14688,01-12-2010 09:37,12,0.85,10.2
536378,20725,14688,01-12-2010 09:37,10,1.65,16.5
536378,21559,14688,01-12-2010 09:37,6,2.55,15.3
536378,22352,14688,01-12-2010 09:37,6,2.55,15.3
536378,21212,14688,01-12-2010 09:37,120,0.42,50.4
536378,21975,14688,01-12-2010 09:37,24,0.55,13.2
536378,21977,14688,01-12-2010 09:37,24,0.55,13.2
536378,84991,14688,01-12-2010 09:37,24,0.55,13.2
536378,84519A,14688,01-12-2010 09:37,6,2.95,17.7
536378,85183B,14688,01-12-2010 09:37,48,1.25,60
536378,85071B,14688,01-12-2010 09:37,96,0.38,36.48
536378,21931,14688,01-12-2010 09:37,10,1.95,19.5
536378,21929,14688,01-12-2010 09:37,10,1.95,19.5
536380,22961,17809,01-12-2010 09:41,24,1.45,34.8
536381,22139,15311,01-12-2010 09:41,23,4.25,97.75
536381,84854,15311,01-12-2010 09:41,5,4.95,24.75
536381,22411,15311,01-12-2010 09:41,10,1.95,19.5
536381,82567,15311,01-12-2010 09:41,2,2.1,4.2
536381,21672,15311,01-12-2010 09:41,6,1.25,7.5
536381,22774,15311,01-12-2010 09:41,24,1.25,30
536381,22771,15311,01-12-2010 09:41,24,1.25,30
536381,71270,15311,01-12-2010 09:41,1,1.25,1.25
536381,22262,15311,01-12-2010 09:41,1,0.85,0.85
536381,22637,15311,01-12-2010 09:41,1,2.55,2.55
536381,21934,15311,01-12-2010 09:41,10,1.65,16.5
536381,21169,15311,01-12-2010 09:41,3,1.69,5.07
536381,21166,15311,01-12-2010 09:41,1,1.95,1.95
536381,21175,15311,01-12-2010 09:41,2,2.1,4.2
536381,37444A,15311,01-12-2010 09:41,1,2.95,2.95
536381,37444C,15311,01-12-2010 09:41,1,2.95,2.95
536381,22086,15311,01-12-2010 09:41,4,2.95,11.8
536381,22083,15311,01-12-2010 09:41,1,2.95,2.95
536381,84971S,15311,01-12-2010 09:41,6,0.85,5.1
536381,71270,15311,01-12-2010 09:41,3,1.25,3.75
536381,47580,15311,01-12-2010 09:41,2,2.55,5.1
536381,22261,15311,01-12-2010 09:41,1,0.85,0.85
536381,84832,15311,01-12-2010 09:41,1,0.85,0.85
536381,22644,15311,01-12-2010 09:41,1,1.45,1.45
536381,21533,15311,01-12-2010 09:41,1,4.95,4.95
536381,21557,15311,01-12-2010 09:41,2,2.95,5.9
536381,15056BL,15311,01-12-2010 09:41,2,5.95,11.9
536381,15056N,15311,01-12-2010 09:41,2,5.95,11.9
536381,22646,15311,01-12-2010 09:41,4,1.45,5.8
536381,22176,15311,01-12-2010 09:41,1,2.95,2.95
536381,22438,15311,01-12-2010 09:41,1,1.95,1.95
536381,21731,15311,01-12-2010 09:41,2,1.65,3.3
536381,22778,15311,01-12-2010 09:41,3,3.95,11.85
536381,22719,15311,01-12-2010 09:41,36,1.06,38.16
536381,21523,15311,01-12-2010 09:41,10,6.75,67.5
536382,10002,16098,01-12-2010 09:45,12,0.85,10.2
536382,21912,16098,01-12-2010 09:45,8,3.75,30
536382,21832,16098,01-12-2010 09:45,12,1.65,19.8
536382,22411,16098,01-12-2010 09:45,10,1.95,19.5
536382,22379,16098,01-12-2010 09:45,10,2.1,21
536382,22381,16098,01-12-2010 09:45,50,1.85,92.5
536382,22798,16098,01-12-2010 09:45,8,2.95,23.6
536382,22726,16098,01-12-2010 09:45,4,3.75,15
536382,22926,16098,01-12-2010 09:45,12,5.95,71.4
536382,22839,16098,01-12-2010 09:45,2,14.95,29.9
536382,22838,16098,01-12-2010 09:45,2,14.95,29.9
536382,22783,16098,01-12-2010 09:45,4,16.95,67.8
536384,82484,18074,01-12-2010 09:53,3,6.45,19.35
536384,84755,18074,01-12-2010 09:53,48,0.65,31.2
536384,22464,18074,01-12-2010 09:53,12,1.65,19.8
536384,21324,18074,01-12-2010 09:53,6,2.95,17.7
536384,22457,18074,01-12-2010 09:53,12,2.95,35.4
536384,22469,18074,01-12-2010 09:53,40,1.45,58
536384,22470,18074,01-12-2010 09:53,40,2.55,102
536384,22224,18074,01-12-2010 09:53,6,2.95,17.7
536384,21340,18074,01-12-2010 09:53,2,12.75,25.5
536384,22189,18074,01-12-2010 09:53,4,3.95,15.8
536384,22427,18074,01-12-2010 09:53,3,5.95,17.85
536384,22428,18074,01-12-2010 09:53,6,6.95,41.7
536384,22424,18074,01-12-2010 09:53,8,10.95,87.6
536385,22783,17420,01-12-2010 09:56,1,19.95,19.95
536385,22961,17420,01-12-2010 09:56,12,1.45,17.4
536385,22960,17420,01-12-2010 09:56,6,4.25,25.5
536385,22663,17420,01-12-2010 09:56,10,1.95,19.5
536385,85049A,17420,01-12-2010 09:56,12,1.25,15
536385,22168,17420,01-12-2010 09:56,2,8.5,17
536385,22662,17420,01-12-2010 09:56,10,1.65,16.5
536386,84880,16029,01-12-2010 09:57,36,4.95,178.2
536386,85099C,16029,01-12-2010 09:57,100,1.65,165
536386,85099B,16029,01-12-2010 09:57,100,1.65,165
536387,79321,16029,01-12-2010 09:58,192,3.82,733.44
536387,22780,16029,01-12-2010 09:58,192,3.37,647.04
536387,22779,16029,01-12-2010 09:58,192,3.37,647.04
536387,22466,16029,01-12-2010 09:58,432,1.45,626.4
536387,21731,16029,01-12-2010 09:58,432,1.25,540
536388,21754,16250,01-12-2010 09:59,3,5.95,17.85
536388,21755,16250,01-12-2010 09:59,3,5.95,17.85
536388,21523,16250,01-12-2010 09:59,2,7.95,15.9
536388,21363,16250,01-12-2010 09:59,3,4.95,14.85
536388,21411,16250,01-12-2010 09:59,3,4.25,12.75
536388,22318,16250,01-12-2010 09:59,6,2.95,17.7
536388,22464,16250,01-12-2010 09:59,12,1.65,19.8
536388,22915,16250,01-12-2010 09:59,12,0.42,5.04
536388,22922,16250,01-12-2010 09:59,12,0.85,10.2
536388,22969,16250,01-12-2010 09:59,12,1.45,17.4
536388,22923,16250,01-12-2010 09:59,12,0.85,10.2
536388,21115,16250,01-12-2010 09:59,4,6.75,27
536388,22469,16250,01-12-2010 09:59,12,1.65,19.8
536388,22242,16250,01-12-2010 09:59,12,1.65,19.8
536389,22941,12431,01-12-2010 10:03,6,8.5,51
536389,21622,12431,01-12-2010 10:03,8,4.95,39.6
536389,21791,12431,01-12-2010 10:03,12,1.25,15
536389,35004C,12431,01-12-2010 10:03,6,5.45,32.7
536389,35004G,12431,01-12-2010 10:03,4,6.35,25.4
536389,85014B,12431,01-12-2010 10:03,6,5.95,35.7
536389,85014A,12431,01-12-2010 10:03,3,5.95,17.85
536389,22193,12431,01-12-2010 10:03,2,8.5,17
536389,22726,12431,01-12-2010 10:03,4,3.75,15
536389,22727,12431,01-12-2010 10:03,4,3.75,15
536389,22192,12431,01-12-2010 10:03,2,8.5,17
536389,22191,12431,01-12-2010 10:03,2,8.5,17
536389,22195,12431,01-12-2010 10:03,24,1.65,39.6
536389,22196,12431,01-12-2010 10:03,24,0.85,20.4
536390,22941,17511,01-12-2010 10:19,2,8.5,17
536390,22960,17511,01-12-2010 10:19,12,3.75,45
536390,22961,17511,01-12-2010 10:19,12,1.45,17.4
536390,22962,17511,01-12-2010 10:19,48,0.72,34.56
536390,22963,17511,01-12-2010 10:19,48,0.72,34.56
536390,22968,17511,01-12-2010 10:19,8,8.5,68
536390,84970S,17511,01-12-2010 10:19,144,0.64,92.16
536390,22910,17511,01-12-2010 10:19,40,2.55,102
536390,20668,17511,01-12-2010 10:19,288,0.1,28.8
536390,85123A,17511,01-12-2010 10:19,64,2.55,163.2
536390,22197,17511,01-12-2010 10:19,100,0.72,72
536390,22198,17511,01-12-2010 10:19,50,1.45,72.5
536390,21533,17511,01-12-2010 10:19,12,4.25,51
536390,21080,17511,01-12-2010 10:19,96,0.64,61.44
536390,21094,17511,01-12-2010 10:19,96,0.64,61.44
536390,21086,17511,01-12-2010 10:19,48,0.65,31.2
536390,21786,17511,01-12-2010 10:19,144,0.32,46.08
536390,22654,17511,01-12-2010 10:19,40,4.95,198
536390,21485,17511,01-12-2010 10:19,24,4.25,102
536390,84029G,17511,01-12-2010 10:19,24,3.39,81.36
536390,84030E,17511,01-12-2010 10:19,24,3.75,90
536390,22174,17511,01-12-2010 10:19,48,1.48,71.04
536390,22969,17511,01-12-2010 10:19,96,1.25,120
536390,85099B,17511,01-12-2010 10:19,100,1.65,165
536392,22150,13705,01-12-2010 10:29,6,1.95,11.7
536392,22619,13705,01-12-2010 10:29,4,3.75,15
536392,21891,13705,01-12-2010 10:29,12,1.25,15
536392,21889,13705,01-12-2010 10:29,12,1.25,15
536392,22827,13705,01-12-2010 10:29,1,165,165
536392,22127,13705,01-12-2010 10:29,12,1.25,15
536392,22128,13705,01-12-2010 10:29,12,1.25,15
536392,22502,13705,01-12-2010 10:29,4,5.95,23.8
536392,84879,13705,01-12-2010 10:29,16,1.69,27.04
536392,22338,13705,01-12-2010 10:29,24,0.65,15.6
536393,22180,13747,01-12-2010 10:37,8,9.95,79.6
536394,21506,13408,01-12-2010 10:39,24,0.42,10.08
536394,22633,13408,01-12-2010 10:39,96,1.85,177.6
536394,22866,13408,01-12-2010 10:39,96,1.85,177.6
536394,22865,13408,01-12-2010 10:39,96,1.85,177.6
536394,22632,13408,01-12-2010 10:39,96,1.85,177.6
536394,21485,13408,01-12-2010 10:39,12,4.95,59.4
536394,22349,13408,01-12-2010 10:39,12,3.75,45
536394,22558,13408,01-12-2010 10:39,48,1.25,60
536394,85152,13408,01-12-2010 10:39,12,2.1,25.2
536394,85123A,13408,01-12-2010 10:39,32,2.55,81.6
536394,22652,13408,01-12-2010 10:39,20,1.65,33
536395,22188,13767,01-12-2010 10:47,8,3.95,31.6
536395,84879,13767,01-12-2010 10:47,32,1.69,54.08
536395,21977,13767,01-12-2010 10:47,24,0.55,13.2
536395,84991,13767,01-12-2010 10:47,24,0.55,13.2
536395,21212,13767,01-12-2010 10:47,24,0.55,13.2
536395,21484,13767,01-12-2010 10:47,8,3.45,27.6
536395,21314,13767,01-12-2010 10:47,8,2.1,16.8
536395,22730,13767,01-12-2010 10:47,4,3.75,15
536395,22727,13767,01-12-2010 10:47,8,3.75,30
536395,22729,13767,01-12-2010 10:47,8,3.75,30
536395,22726,13767,01-12-2010 10:47,8,3.75,30
536395,22114,13767,01-12-2010 10:47,8,3.95,31.6
536395,22867,13767,01-12-2010 10:47,48,2.1,100.8
536395,22866,13767,01-12-2010 10:47,48,2.1,100.8
536396,85123A,17850,01-12-2010 10:51,6,2.55,15.3
536396,71053,17850,01-12-2010 10:51,6,3.39,20.34
536396,84406B,17850,01-12-2010 10:51,8,2.75,22
536396,15056BL,17850,01-12-2010 10:51,6,4.95,29.7
536396,20679,17850,01-12-2010 10:51,6,4.95,29.7
536396,37370,17850,01-12-2010 10:51,6,1.06,6.36
536396,21871,17850,01-12-2010 10:51,6,1.06,6.36
536396,21071,17850,01-12-2010 10:51,6,1.06,6.36
536396,21068,17850,01-12-2010 10:51,6,1.06,6.36
536396,82483,17850,01-12-2010 10:51,2,4.95,9.9
536396,82486,17850,01-12-2010 10:51,4,6.95,27.8
536396,82482,17850,01-12-2010 10:51,6,2.1,12.6
536396,82494L,17850,01-12-2010 10:51,12,2.55,30.6
536396,84029G,17850,01-12-2010 10:51,6,3.39,20.34
536396,84029E,17850,01-12-2010 10:51,6,3.39,20.34
536396,22752,17850,01-12-2010 10:51,2,7.65,15.3
536396,22803,17850,01-12-2010 10:51,2,35.75,71.5
536396,21730,17850,01-12-2010 10:51,6,4.25,25.5
536397,35004B,17924,01-12-2010 10:51,12,4.65,55.8
536397,35004C,17924,01-12-2010 10:51,48,4.65,223.2
536398,21980,13448,01-12-2010 10:52,24,0.29,6.96
536398,21844,13448,01-12-2010 10:52,6,2.95,17.7
536398,22468,13448,01-12-2010 10:52,4,6.75,27
536398,22637,13448,01-12-2010 10:52,8,2.55,20.4
536398,22752,13448,01-12-2010 10:52,6,8.5,51
536398,48185,13448,01-12-2010 10:52,2,7.95,15.9
536398,22632,13448,01-12-2010 10:52,12,2.1,25.2
536398,22866,13448,01-12-2010 10:52,12,2.1,25.2
536398,22865,13448,01-12-2010 10:52,12,2.1,25.2
536398,21232,13448,01-12-2010 10:52,12,1.25,15
536398,22064,13448,01-12-2010 10:52,12,1.65,19.8
536398,22449,13448,01-12-2010 10:52,6,3.35,20.1
536398,22114,13448,01-12-2010 10:52,4,3.95,15.8
536398,22835,13448,01-12-2010 10:52,8,4.65,37.2
536398,22112,13448,01-12-2010 10:52,9,4.95,44.55
536398,21479,13448,01-12-2010 10:52,4,3.75,15
536398,22111,13448,01-12-2010 10:52,9,4.95,44.55
536399,22632,17850,01-12-2010 10:52,6,1.85,11.1
536399,22633,17850,01-12-2010 10:52,6,1.85,11.1
536400,22969,13448,01-12-2010 10:53,12,1.45,17.4
536401,22110,15862,01-12-2010 11:21,1,2.55,2.55
536401,22098,15862,01-12-2010 11:21,1,1.25,1.25
536401,22100,15862,01-12-2010 11:21,2,1.25,2.5
536401,22766,15862,01-12-2010 11:21,1,2.95,2.95
536401,22451,15862,01-12-2010 11:21,1,3.35,3.35
536401,22549,15862,01-12-2010 11:21,1,1.45,1.45
536401,84744,15862,01-12-2010 11:21,1,1.25,1.25
536401,85049E,15862,01-12-2010 11:21,2,1.25,2.5
536401,21328,15862,01-12-2010 11:21,1,1.65,1.65
536401,22961,15862,01-12-2010 11:21,4,1.45,5.8
536401,17091A,15862,01-12-2010 11:21,1,1.25,1.25
536401,22473,15862,01-12-2010 11:21,1,4.95,4.95
536401,84509A,15862,01-12-2010 11:21,2,3.75,7.5
536401,84510A,15862,01-12-2010 11:21,2,1.25,2.5
536401,22767,15862,01-12-2010 11:21,2,9.95,19.9
536401,22768,15862,01-12-2010 11:21,1,9.95,9.95
536401,21463,15862,01-12-2010 11:21,1,5.95,5.95
536401,21464,15862,01-12-2010 11:21,1,4.25,4.25
536401,20820,15862,01-12-2010 11:21,3,4.95,14.85
536401,85150,15862,01-12-2010 11:21,1,2.55,2.55
536401,22117,15862,01-12-2010 11:21,1,2.95,2.95
536401,21169,15862,01-12-2010 11:21,2,1.69,3.38
536401,48129,15862,01-12-2010 11:21,1,7.95,7.95
536401,82580,15862,01-12-2010 11:21,1,0.55,0.55
536401,82578,15862,01-12-2010 11:21,1,0.55,0.55
536401,82581,15862,01-12-2010 11:21,2,0.55,1.1
536401,22413,15862,01-12-2010 11:21,4,2.95,11.8
536401,21907,15862,01-12-2010 11:21,2,2.1,4.2
536401,22441,15862,01-12-2010 11:21,1,2.1,2.1
536401,21122,15862,01-12-2010 11:21,1,1.25,1.25
536401,22851,15862,01-12-2010 11:21,1,0.85,0.85
536401,84991,15862,01-12-2010 11:21,3,0.55,1.65
536401,22810,15862,01-12-2010 11:21,1,2.95,2.95
536401,22809,15862,01-12-2010 11:21,1,2.95,2.95
536401,22435,15862,01-12-2010 11:21,2,1.25,2.5
536401,20966,15862,01-12-2010 11:21,3,1.25,3.75
536401,20963,15862,01-12-2010 11:21,1,1.25,1.25
536401,20961,15862,01-12-2010 11:21,1,1.25,1.25
536401,22068,15862,01-12-2010 11:21,2,1.65,3.3
536401,21743,15862,01-12-2010 11:21,2,2.95,5.9
536401,21744,15862,01-12-2010 11:21,2,2.95,5.9
536401,84709B,15862,01-12-2010 11:21,1,5.95,5.95
536401,21592,15862,01-12-2010 11:21,1,1.25,1.25
536401,21587,15862,01-12-2010 11:21,2,2.55,5.1
536401,20992,15862,01-12-2010 11:21,9,0.85,7.65
536401,22662,15862,01-12-2010 11:21,1,1.65,1.65
536401,85123A,15862,01-12-2010 11:21,4,2.95,11.8
536401,22804,15862,01-12-2010 11:21,3,2.95,8.85
536401,82483,15862,01-12-2010 11:21,1,5.95,5.95
536401,20749,15862,01-12-2010 11:21,1,7.95,7.95
536401,20725,15862,01-12-2010 11:21,1,1.65,1.65
536401,22382,15862,01-12-2010 11:21,2,1.65,3.3
536401,20726,15862,01-12-2010 11:21,1,1.65,1.65
536401,22384,15862,01-12-2010 11:21,1,1.65,1.65
536401,22467,15862,01-12-2010 11:21,5,2.55,12.75
536401,84625C,15862,01-12-2010 11:21,3,2.95,8.85
536401,84625A,15862,01-12-2010 11:21,3,2.95,8.85
536401,21108,15862,01-12-2010 11:21,9,2.55,22.95
536401,22848,15862,01-12-2010 11:21,1,16.95,16.95
536401,21033,15862,01-12-2010 11:21,4,2.95,11.8
536401,47570B,15862,01-12-2010 11:21,1,10.65,10.65
536401,84030E,15862,01-12-2010 11:21,1,4.25,4.25
536401,22428,15862,01-12-2010 11:21,2,6.95,13.9
536401,22502,15862,01-12-2010 11:21,2,5.95,11.9
536402,22086,15513,01-12-2010 11:22,40,2.55,102
536402,22910,15513,01-12-2010 11:22,40,2.55,102
536402,22837,15513,01-12-2010 11:22,36,4.25,153
536403,22867,12791,01-12-2010 11:27,96,1.85,177.6
536403,POST,12791,01-12-2010 11:27,1,15,15
536404,22297,16218,01-12-2010 11:29,24,1.25,30
536404,22771,16218,01-12-2010 11:29,12,1.25,15
536404,22772,16218,01-12-2010 11:29,12,1.25,15
536404,22773,16218,01-12-2010 11:29,12,1.25,15
536404,22805,16218,01-12-2010 11:29,12,1.25,15
536404,22469,16218,01-12-2010 11:29,12,1.65,19.8
536404,22197,16218,01-12-2010 11:29,36,0.85,30.6
536404,21125,16218,01-12-2010 11:29,12,1.25,15
536404,21126,16218,01-12-2010 11:29,12,1.25,15
536404,85049C,16218,01-12-2010 11:29,12,1.25,15
536404,85049D,16218,01-12-2010 11:29,12,1.25,15
536404,85049E,16218,01-12-2010 11:29,12,1.25,15
536404,85049G,16218,01-12-2010 11:29,12,1.25,15
536404,21061,16218,01-12-2010 11:29,12,0.85,10.2
536404,21063,16218,01-12-2010 11:29,12,0.85,10.2
536404,21062,16218,01-12-2010 11:29,12,0.85,10.2
536404,84380,16218,01-12-2010 11:29,12,1.25,15
536404,84378,16218,01-12-2010 11:29,12,1.25,15
536404,22964,16218,01-12-2010 11:29,12,2.1,25.2
536404,21213,16218,01-12-2010 11:29,24,0.55,13.2
536404,22417,16218,01-12-2010 11:29,24,0.55,13.2
536404,21212,16218,01-12-2010 11:29,24,0.55,13.2
536404,84992,16218,01-12-2010 11:29,24,0.55,13.2
536404,21975,16218,01-12-2010 11:29,24,0.55,13.2
536404,22383,16218,01-12-2010 11:29,10,1.65,16.5
536404,20728,16218,01-12-2010 11:29,10,1.65,16.5
536404,20727,16218,01-12-2010 11:29,10,1.65,16.5
536404,22296,16218,01-12-2010 11:29,24,1.65,39.6
536405,20914,14045,01-12-2010 11:32,128,2.55,326.4
536406,85123A,17850,01-12-2010 11:33,8,2.55,20.4
536406,71053,17850,01-12-2010 11:33,8,3.39,27.12
536406,84406B,17850,01-12-2010 11:33,8,2.75,22
536406,20679,17850,01-12-2010 11:33,6,4.95,29.7
536406,37370,17850,01-12-2010 11:33,6,1.06,6.36
536406,21871,17850,01-12-2010 11:33,6,1.06,6.36
536406,21071,17850,01-12-2010 11:33,6,1.06,6.36
536406,21068,17850,01-12-2010 11:33,6,1.06,6.36
536406,82483,17850,01-12-2010 11:33,4,4.95,19.8
536406,82486,17850,01-12-2010 11:33,4,6.95,27.8
536406,82482,17850,01-12-2010 11:33,6,2.1,12.6
536406,82494L,17850,01-12-2010 11:33,6,2.55,15.3
536406,84029G,17850,01-12-2010 11:33,6,3.39,20.34
536406,84029E,17850,01-12-2010 11:33,6,3.39,20.34
536406,22752,17850,01-12-2010 11:33,2,7.65,15.3
536406,22803,17850,01-12-2010 11:33,2,35.75,71.5
536406,21730,17850,01-12-2010 11:33,6,4.25,25.5
536407,22632,17850,01-12-2010 11:34,6,1.85,11.1
536407,22633,17850,01-12-2010 11:34,6,1.85,11.1
536408,22537,14307,01-12-2010 11:41,24,0.42,10.08
536408,22533,14307,01-12-2010 11:41,24,0.42,10.08
536408,20982,14307,01-12-2010 11:41,12,0.85,10.2
536408,21832,14307,01-12-2010 11:41,12,1.65,19.8
536408,21915,14307,01-12-2010 11:41,12,1.25,15
536408,21914,14307,01-12-2010 11:41,12,1.25,15
536408,21544,14307,01-12-2010 11:41,12,0.85,10.2
536408,22813,14307,01-12-2010 11:41,12,1.95,23.4
536408,22114,14307,01-12-2010 11:41,4,3.95,15.8
536408,84029E,14307,01-12-2010 11:41,4,3.75,15
536408,21479,14307,01-12-2010 11:41,4,3.75,15
536408,22964,14307,01-12-2010 11:41,6,2.1,12.6
536408,84375,14307,01-12-2010 11:41,12,2.1,25.2
536408,22418,14307,01-12-2010 11:41,24,0.85,20.4
536408,22178,14307,01-12-2010 11:41,12,1.25,15
536408,84970L,14307,01-12-2010 11:41,12,0.95,11.4
536408,21733,14307,01-12-2010 11:41,6,2.95,17.7
536408,22465,14307,01-12-2010 11:41,12,1.65,19.8
536408,84949,14307,01-12-2010 11:41,6,1.65,9.9
536408,20685,14307,01-12-2010 11:41,2,7.95,15.9
536408,48194,14307,01-12-2010 11:41,2,7.95,15.9
536408,22488,14307,01-12-2010 11:41,12,1.65,19.8
536408,22219,14307,01-12-2010 11:41,12,0.85,10.2
536408,84879,14307,01-12-2010 11:41,8,1.69,13.52
536408,21754,14307,01-12-2010 11:41,3,5.95,17.85
536408,21755,14307,01-12-2010 11:41,3,5.95,17.85
536408,22766,14307,01-12-2010 11:41,8,2.95,23.6
536408,22610,14307,01-12-2010 11:41,36,0.85,30.6
536408,22716,14307,01-12-2010 11:41,12,0.42,5.04
536408,22706,14307,01-12-2010 11:41,25,0.42,10.5
536408,22371,14307,01-12-2010 11:41,4,4.25,17
536408,85014B,14307,01-12-2010 11:41,3,5.95,17.85
536408,85014A,14307,01-12-2010 11:41,3,5.95,17.85
536408,84997B,14307,01-12-2010 11:41,6,3.75,22.5
536408,21212,14307,01-12-2010 11:41,24,0.55,13.2
536408,21210,14307,01-12-2010 11:41,12,1.45,17.4
536408,22914,14307,01-12-2010 11:41,3,4.95,14.85
536408,22553,14307,01-12-2010 11:41,12,1.65,19.8
536408,16237,14307,01-12-2010 11:41,30,0.21,6.3
536408,22714,14307,01-12-2010 11:41,12,0.42,5.04
536408,22812,14307,01-12-2010 11:41,12,1.95,23.4
