invoice_no,stock_code,customer_id,invoice_date,quantity,unit_price,total_amount
C537656,21258,15100,07-12-2010 16:21,-12,10.95,-131.4
C537677,21166,14796,08-12-2010 09:55,-1,1.95,-1.95
C537684,22301,14901,08-12-2010 10:18,-1,2.55,-2.55
C537684,22730,14901,08-12-2010 10:18,-1,3.75,-3.75
C537746,22156,15021,08-12-2010 11:03,-1,0.85,-0.85
C537746,21558,15021,08-12-2010 11:03,-1,2.55,-2.55
C537746,71477,15021,08-12-2010 11:03,-1,3.25,-3.25
C537756,21914,14952,08-12-2010 11:33,-24,1.25,-30
C537756,84949,14952,08-12-2010 11:33,-8,1.65,-13.2
C537756,21275,14952,08-12-2010 11:33,-4,14.95,-59.8
C537763,85068,16713,08-12-2010 12:03,-1,7.95,-7.95
C537788,90062,15916,08-12-2010 12:49,-1,12.75,-12.75
C537788,16202E,15916,08-12-2010 12:49,-1,5.55,-5.55
C537797,22501,13113,08-12-2010 13:07,-1,8.5,-8.5
C537797,22423,13113,08-12-2010 13:07,-2,10.95,-21.9
C537797,22469,13113,08-12-2010 13:07,-1,1.45,-1.45
C537798,22357,16553,08-12-2010 13:07,-1,4.25,-4.25
C537805,35004C,15311,08-12-2010 13:18,-1,4.65,-4.65
C537805,40001,15311,08-12-2010 13:18,-2,0.64,-1.28
C537805,85047,15311,08-12-2010 13:18,-1,5.55,-5.55
C537805,22719,15311,08-12-2010 13:18,-3,1.06,-3.18
C537805,20798,15311,08-12-2010 13:18,-4,1.65,-6.6
C537805,22198,15311,08-12-2010 13:18,-1,1.45,-1.45
C537805,22197,15311,08-12-2010 13:18,-1,0.72,-0.72
C537805,20829,15311,08-12-2010 13:18,-1,2.1,-2.1
C537805,22571,15311,08-12-2010 13:18,-1,0.85,-0.85
C537807,84949,13495,08-12-2010 13:23,-5,1.65,-8.25
C537807,21730,13495,08-12-2010 13:23,-3,4.95,-14.85
C537807,21143,13495,08-12-2010 13:23,-1,1.95,-1.95
C537807,21812,13495,08-12-2010 13:23,-6,4.95,-29.7
C537812,21843,14299,08-12-2010 13:33,-10,9.95,-99.5
C537812,22423,14299,08-12-2010 13:33,-10,10.95,-109.5
C537814,20703,12712,08-12-2010 13:43,-3,4.25,-12.75
C537820,22627,16016,08-12-2010 14:10,-1,8.5,-8.5
C537821,85048,18193,08-12-2010 14:20,-3,6.95,-20.85
C537824,22220,12870,08-12-2010 14:27,-1,9.95,-9.95
C537824,22784,12870,08-12-2010 14:27,-1,4.95,-4.95
C537832,22073,16858,08-12-2010 14:52,-2,3.75,-7.5
C537832,21531,16858,08-12-2010 14:52,-4,2.1,-8.4
C537832,21527,16858,08-12-2010 14:52,-2,6.95,-13.9
C537834,22697,13267,08-12-2010 14:54,-1,2.95,-2.95
C537834,21314,13267,08-12-2010 14:54,-1,2.1,-2.1
C537834,22798,13267,08-12-2010 14:54,-3,2.95,-8.85
C537835,22138,14618,08-12-2010 14:57,-3,4.95,-14.85
C537838,22299,13115,08-12-2010 15:01,-4,1.25,-5
C537853,79000,13370,08-12-2010 15:57,-1,0.85,-0.85
C537853,22940,13370,08-12-2010 15:57,-1,4.25,-4.25
C537853,22169,13370,08-12-2010 15:57,-2,8.5,-17
C537853,22697,13370,08-12-2010 15:57,-1,2.95,-2.95
C537853,22960,13370,08-12-2010 15:57,-2,4.25,-8.5
C537856,37370,14388,08-12-2010 15:59,-2,1.25,-2.5
C537856,21843,14388,08-12-2010 15:59,-1,10.95,-10.95
C537857,D,17340,08-12-2010 16:00,-1,267.12,-267.12
C537860,84406B,16252,08-12-2010 16:15,-8,3.25,-26
C537860,22295,16252,08-12-2010 16:15,-12,1.65,-19.8
C537860,22193,16252,08-12-2010 16:15,-2,8.5,-17
C537860,22180,16252,08-12-2010 16:15,-1,9.95,-9.95
C537860,21624,16252,08-12-2010 16:15,-3,5.95,-17.85
C537860,21485,16252,08-12-2010 16:15,-3,4.95,-14.85
C537860,20897,16252,08-12-2010 16:15,-6,2.95,-17.7
C537860,37370,16252,08-12-2010 16:15,-12,1.25,-15
C537860,22049,16252,08-12-2010 16:15,-25,0.42,-10.5
C537860,21888,16252,08-12-2010 16:15,-4,3.75,-15
C537860,21240,16252,08-12-2010 16:15,-8,0.85,-6.8
C537860,21066,16252,08-12-2010 16:15,-12,1.25,-15
C537860,20675,16252,08-12-2010 16:15,-8,1.25,-10
C537860,22192,16252,08-12-2010 16:15,-2,8.5,-17
C537860,21244,16252,08-12-2010 16:15,-8,1.69,-13.52
C537860,21242,16252,08-12-2010 16:15,-8,1.69,-13.52
C537860,20676,16252,08-12-2010 16:15,-8,1.25,-10
C537860,79066K,16252,08-12-2010 16:15,-10,0.85,-8.5
C537860,22637,16252,08-12-2010 16:15,-6,2.55,-15.3
C537860,22508,16252,08-12-2010 16:15,-4,3.75,-15
C537860,21238,16252,08-12-2010 16:15,-8,0.85,-6.8
C537893,22450,12721,09-12-2010 10:14,-1,3.35,-3.35
C537893,22634,12721,09-12-2010 10:14,-2,9.95,-19.9
C537893,22630,12721,09-12-2010 10:14,-2,1.95,-3.9
C537998,22727,17411,09-12-2010 11:42,-4,3.75,-15
C537998,22725,17411,09-12-2010 11:42,-4,3.75,-15
C538052,22138,15181,09-12-2010 13:28,-1,4.95,-4.95
C538059,84380,14205,09-12-2010 13:38,-12,1.25,-15
C538059,21535,14205,09-12-2010 13:38,-6,2.55,-15.3
C538059,20914,14205,09-12-2010 13:38,-6,2.95,-17.7
C538059,84378,14205,09-12-2010 13:38,-12,1.25,-15
C538059,48188,14205,09-12-2010 13:38,-2,7.95,-15.9
C538059,22697,14205,09-12-2010 13:38,-6,2.95,-17.7
C538059,48187,14205,09-12-2010 13:38,-2,7.95,-15.9
C538059,22727,14205,09-12-2010 13:38,-4,3.75,-15
C538059,22699,14205,09-12-2010 13:38,-6,2.95,-17.7
C538059,22698,14205,09-12-2010 13:38,-6,2.95,-17.7
C538059,21975,14205,09-12-2010 13:38,-24,0.55,-13.2
C538059,21533,14205,09-12-2010 13:38,-3,4.95,-14.85
C538059,21217,14205,09-12-2010 13:38,-3,9.95,-29.85
C538059,21210,14205,09-12-2010 13:38,-12,1.45,-17.4
C538062,22139,17702,09-12-2010 13:40,-14,4.25,-59.5
C538062,22329,17702,09-12-2010 13:40,-4,1.65,-6.6
C538062,21430,17702,09-12-2010 13:40,-1,3.75,-3.75
C538062,22168,17702,09-12-2010 13:40,-2,8.5,-17
C538062,20973,17702,09-12-2010 13:40,-2,0.65,-1.3
C538066,22083,15738,09-12-2010 13:58,-1,2.95,-2.95
C538075,21284,13021,09-12-2010 14:12,-12,1.69,-20.28
C538081,22630,16898,09-12-2010 14:29,-33,1.95,-64.35
C538082,21864,13777,09-12-2010 14:30,-20,2.1,-42
C538083,85099B,15750,09-12-2010 14:40,-3,1.95,-5.85
C538083,22633,15750,09-12-2010 14:40,-4,2.1,-8.4
C538084,22860,12649,09-12-2010 14:42,-6,1.65,-9.9
C538084,22859,12649,09-12-2010 14:42,-6,1.65,-9.9
C538085,82486,16350,09-12-2010 14:43,-1,7.95,-7.95
C538085,21314,16350,09-12-2010 14:43,-1,2.1,-2.1
C538085,82483,16350,09-12-2010 14:43,-1,5.95,-5.95
C538088,84625C,14766,09-12-2010 14:45,-24,0.85,-20.4
C538089,21906,18230,09-12-2010 14:47,-1,6.75,-6.75
C538091,35400,16499,09-12-2010 14:48,-2,8.95,-17.9
C538098,22168,14441,09-12-2010 14:57,-1,8.5,-8.5
C538099,72807C,15279,09-12-2010 14:58,-1,4.25,-4.25
C538099,22457,15279,09-12-2010 14:58,-3,2.95,-8.85
C538100,84798A,16579,09-12-2010 15:00,-12,2.55,-30.6
C538102,84792,14047,09-12-2010 15:01,-2,4.65,-9.3
C538103,22941,17442,09-12-2010 15:13,-2,8.5,-17
C538105,79163,16781,09-12-2010 15:18,-1,1.65,-1.65
C538105,21781,16781,09-12-2010 15:18,-1,14.95,-14.95
C538109,22780,16042,09-12-2010 15:23,-4,4.25,-17
C538109,85048,16042,09-12-2010 15:23,-1,7.95,-7.95
C538110,21232,17307,09-12-2010 15:24,-144,1.06,-152.64
C538111,21830,17950,09-12-2010 15:24,-24,0.42,-10.08
C538112,22072,14898,09-12-2010 15:28,-1,3.75,-3.75
C538112,21777,14898,09-12-2010 15:28,-3,7.95,-23.85
C538114,21275,14217,09-12-2010 15:29,-1,16.95,-16.95
C538115,22178,16817,09-12-2010 15:30,-1,1.25,-1.25
C538115,22251,16817,09-12-2010 15:30,-9,1.25,-11.25
C538115,22233,16817,09-12-2010 15:30,-12,1.65,-19.8
C538115,22230,16817,09-12-2010 15:30,-12,0.85,-10.2
C538118,22910,17700,09-12-2010 15:33,-1,2.95,-2.95
C538118,22784,17700,09-12-2010 15:33,-1,4.95,-4.95
C538118,47594A,17700,09-12-2010 15:33,-1,1.95,-1.95
C538119,22633,13136,09-12-2010 15:34,-1,2.1,-2.1
C538119,22865,13136,09-12-2010 15:34,-1,2.1,-2.1
C538119,21777,13136,09-12-2010 15:34,-2,7.95,-15.9
C538121,22461,15535,09-12-2010 15:36,-1,12.75,-12.75
C538122,22444,14696,09-12-2010 15:38,-1,1.25,-1.25
C538123,22331,12605,09-12-2010 15:41,-1,1.65,-1.65
C538123,22333,12605,09-12-2010 15:41,-1,1.65,-1.65
C538123,22956,12605,09-12-2010 15:41,-2,2.1,-4.2
C538124,M,15329,09-12-2010 15:43,-4,0.5,-2
C538124,22699,15329,09-12-2010 15:43,-1,2.95,-2.95
C538124,22423,15329,09-12-2010 15:43,-1,12.75,-12.75
C538164,35004B,14031,09-12-2010 17:32,-1,1.95,-1.95
C538189,M,,10-12-2010 10:35,-1,133.08,-133.08
C538314,22586,15514,10-12-2010 13:52,-47,0.85,-39.95
C538341,84380,15514,10-12-2010 14:03,-1,1.25,-1.25
C538341,22988,15514,10-12-2010 14:03,-36,1.25,-45
C538341,22988,15514,10-12-2010 14:03,-12,1.25,-15
C538341,22976,15514,10-12-2010 14:03,-12,1.25,-15
C538341,22973,15514,10-12-2010 14:03,-18,1.65,-29.7
C538341,22943,15514,10-12-2010 14:03,-6,4.95,-29.7
C538341,22752,15514,10-12-2010 14:03,-96,7.65,-734.4
C538341,22730,15514,10-12-2010 14:03,-1,3.75,-3.75
C538341,22729,15514,10-12-2010 14:03,-4,3.75,-15
C538341,22729,15514,10-12-2010 14:03,-1,3.75,-3.75
C538341,22728,15514,10-12-2010 14:03,-1,3.75,-3.75
C538341,22728,15514,10-12-2010 14:03,-3,3.75,-11.25
C538341,22727,15514,10-12-2010 14:03,-1,3.75,-3.75
C538341,22727,15514,10-12-2010 14:03,-2,3.75,-7.5
C538341,22726,15514,10-12-2010 14:03,-1,3.75,-3.75
C538341,22726,15514,10-12-2010 14:03,-2,3.75,-7.5
C538341,22726,15514,10-12-2010 14:03,-3,3.75,-11.25
C538341,22725,15514,10-12-2010 14:03,-1,3.75,-3.75
C538341,22725,15514,10-12-2010 14:03,-3,3.75,-11.25
C538341,22621,15514,10-12-2010 14:03,-48,1.25,-60
C538341,22586,15514,10-12-2010 14:03,-1,0.85,-0.85
C538341,22243,15514,10-12-2010 14:03,-6,1.65,-9.9
C538341,22131,15514,10-12-2010 14:03,-1,1.95,-1.95
C538341,22086,15514,10-12-2010 14:03,-1,2.95,-2.95
C538341,21889,15514,10-12-2010 14:03,-24,1.25,-30
C538341,21731,15514,10-12-2010 14:03,-1,1.65,-1.65
C538341,21647,15514,10-12-2010 14:03,-1,2.1,-2.1
C538341,21644,15514,10-12-2010 14:03,-1,1.25,-1.25
C538341,21056,15514,10-12-2010 14:03,-1,8.95,-8.95
C538341,16258A,15514,10-12-2010 14:03,-1,0.42,-0.42
C538344,22867,13448,10-12-2010 14:32,-12,2.1,-25.2
C538350,85123A,13798,10-12-2010 15:01,-1,2.55,-2.55
C538350,21231,13798,10-12-2010 15:01,-11,1.06,-11.66
C538350,21936,13798,10-12-2010 15:01,-3,2.55,-7.65
C538350,20711,13798,10-12-2010 15:01,-2,1.65,-3.3
C538350,85099F,13798,10-12-2010 15:01,-2,1.65,-3.3
C538350,85099C,13798,10-12-2010 15:01,-1,1.65,-1.65
C538350,20718,13798,10-12-2010 15:01,-3,1.06,-3.18
C538350,85099B,13798,10-12-2010 15:01,-12,1.65,-19.8
C538350,37450,13798,10-12-2010 15:01,-20,2.55,-51
C538350,20725,13798,10-12-2010 15:01,-3,1.45,-4.35
C538350,20727,13798,10-12-2010 15:01,-3,1.45,-4.35
C538350,21928,13798,10-12-2010 15:01,-2,1.65,-3.3
C538350,21181,13798,10-12-2010 15:01,-2,1.85,-3.7
C538350,85150,13798,10-12-2010 15:01,-1,2.1,-2.1
C538350,82583,13798,10-12-2010 15:01,-3,1.69,-5.07
C538350,21166,13798,10-12-2010 15:01,-2,1.69,-3.38
C538350,21175,13798,10-12-2010 15:01,-1,1.85,-1.85
C538350,21169,13798,10-12-2010 15:01,-2,1.45,-2.9
C538350,82581,13798,10-12-2010 15:01,-1,0.42,-0.42
C538350,22067,13798,10-12-2010 15:01,-1,1.45,-1.45
C538350,37447,13798,10-12-2010 15:01,-4,1.25,-5
C538350,82551,13798,10-12-2010 15:01,-1,1.25,-1.25
C538350,35924,13798,10-12-2010 15:01,-15,1.69,-25.35
C538350,22064,13798,10-12-2010 15:01,-4,1.45,-5.8
C538350,22065,13798,10-12-2010 15:01,-4,1.25,-5
C538350,21232,13798,10-12-2010 15:01,-4,1.06,-4.24
